raw_affiliation,canonical_affiliation,country,region,source,confidence
"Universite Laval, Laval university",Mykolo Romerio university,Lithuania,Europe,university_dataset,0.855
NYU Grossman School of Medicine,New York University,United States,United States,manual_substring,0.9
Chan Zuckerberg Institute for Advanced Biological Imaging,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Chinese University of Hong Kong (Shenzhen),Shenzhen University,China,China,university_dataset,0.9
ISI Foundation,USC Information Sciences Institute,United States,United States,manual_substring,0.9
Humboldt Universität zu Berlin,Humboldt Universität Berlin,Germany,Europe,university_dataset,0.95
"Department of Computer Science, University College London, University of London",University College London,United Kingdom,Europe,manual_substring,0.9
Taiwan AI Labs,National Taiwan College of the Arts,"Taiwan, Province of China",Other/Unknown,university_dataset,0.855
"Centre for Artificial Intelligence and Robotics Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
Fundação Getúlio Vargas (FGV),FAAP - Fundação Armando Alvares Penteado,Brazil,Latin America,university_dataset,0.855
École Polytechnique de Montréal,"École Polytechnique de Montréal, Université de Montréal",Canada,Canada,university_dataset,0.9
"AstraZeneca, Sweden",Mid-Sweden University,Sweden,Europe,university_dataset,0.9
University of Tokyo,The University of Tokyo,Japan,Asia-Pacific (excl. China),manual_substring,0.9
AIBE,AIBE,Unknown,Other/Unknown,unknown,0.0
Silicon Austria Labs,Silicon Austria Labs,Austria,Europe,keyword,0.5
North China Electric Power University,North China Electric Power University,China,China,university_dataset,1.0
the University of Hong Kong,The University of Hong Kong,Hong Kong,China,university_dataset,0.962962962962963
inspur,Inspur,China,China,manual_substring,0.9
NCSOFT,NCSOFT,Unknown,Other/Unknown,unknown,0.0
NAVER WEBTOON Corp.,NAVER,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Model Evaluation and Threat Research,State University of New York College of Agriculture and Technology at Cobleskill,United States,United States,university_dataset,0.855
Duksung Women's University,Duksung Women's University,"Korea, Republic of",Other/Unknown,university_dataset,1.0
Institute for Research in Fundamental Sciences,The Scripps Research Institute,United States,United States,university_dataset,0.855
Jiangxi Normal University,Jiangxi Normal University,China,China,university_dataset,1.0
"Indian Institute of Technology, Roorkee, Dhirubhai Ambani Institute Of Information and Communication Technology","Indian Institute of Technology, Roorkee",India,Asia-Pacific (excl. China),university_dataset,0.9
AVAR Inc,AVAR Inc,Unknown,Other/Unknown,unknown,0.0
EDF R&D,EDF R&D,Unknown,Other/Unknown,unknown,0.0
SungKyunKwan University,Sungkyunkwan University,South Korea,Asia-Pacific (excl. China),manual_exact,1.0
Yanbian University,Yanbian University,China,China,university_dataset,1.0
"University of Nevada, Las Vegas","University of Nevada, Las Vegas",United States,United States,university_dataset,1.0
IMEC & Universiteit Gent,Universiteit Gent,Belgium,Europe,university_dataset,0.95
Helmholtz Zentrum,Helmholtz Association,Germany,Europe,manual_substring,0.9
"Tata Institute of Fundamental Research, Mumbai",University of Mumbai,India,Asia-Pacific (excl. China),university_dataset,0.9
SalesForce,Salesforce Research,United States,United States,manual_substring,0.9
Skydio,Skydio,Unknown,Other/Unknown,unknown,0.0
"Department of Chemistry, Princeton University",Princeton University,United States,United States,manual_substring,0.9
Toronto Metropolitan University,Toronto Metropolitan University,Canada,Canada,university_dataset,1.0
École Polytechnique - MVA,École Polytechnique,France,Europe,university_dataset,0.95
"International Institute of Information Technology, Hyderabad","International Institute of Information Technology, Pune",India,Asia-Pacific (excl. China),university_dataset,0.9047619047619048
Foshan University,Foshan University,China,China,university_dataset,1.0
Université Paris-Sorbonne (Paris IV),Sorbonne Université,France,Europe,manual_substring,0.9
edf,edf,Unknown,Other/Unknown,unknown,0.0
Texas State University,Texas State University,United States,United States,university_dataset,1.0
DuXiaoman Technology,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Du Xiaoman Technology(BeiJing),Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
"Istituto Italiano di Tecnologia, Genova",Universidad Iberoamericana de Ciencias y Tecnologia,Chile,Latin America,university_dataset,0.855
Friedrich-Alexander Universität Erlangen-Nürnberg (FAU),Friedrich-Alexander Universität Erlangen-Nürnberg,Germany,Europe,university_dataset,0.95
Beijing Jiaotong university,Beijing Jiaotong University,China,China,manual_substring,0.9
Kyutai,Kyutai,Unknown,Other/Unknown,unknown,0.0
Washington State University at Pullman,Washington State University,United States,United States,university_dataset,0.95
"Washington State University, Pullman",Washington State University,United States,United States,university_dataset,1.0
Standard AI,Standard AI,Unknown,Other/Unknown,unknown,0.0
Eastman Kodak,Eastman Kodak,Unknown,Other/Unknown,unknown,0.0
DEVCOM Army Research Laboratory,Johns Hopkins University Applied Physics Laboratory,United States,United States,university_dataset,0.855
Intelligent Science & Technology Academy of CASIC,Atharva College of Engineering,India,Asia-Pacific (excl. China),university_dataset,0.855
Robust Intelilgence,Inteli,Brazil,Latin America,university_dataset,0.9
Robust Intelligence,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),United Arab Emirates,Middle East & Africa,university_dataset,0.855
Shahid Beheshti University,Shahid Beheshti University,Iran,Middle East & Africa,university_dataset,1.0
International Business Machines T.J. Watson Center,Alliant International University,United States,United States,university_dataset,0.855
Galois,Galois,Unknown,Other/Unknown,unknown,0.0
Cruise LLC,Cruise LLC,Unknown,Other/Unknown,unknown,0.0
Carper,Carper,Unknown,Other/Unknown,unknown,0.0
Humanitas Research Hospital,Bharath Institue Of Higher Education & Research,India,Asia-Pacific (excl. China),university_dataset,0.855
"Brigham and Women's Hospital, Harvard University",Harvard University,United States,United States,manual_substring,0.9
ZEISS,ZEISS,Unknown,Other/Unknown,unknown,0.0
Tencent ARC,Tencent,China,China,manual_substring,0.9
"IGSNRR, Chinese Academy of Sciences, Beijing, China",Chinese Academy of Sciences,China,China,manual_substring,0.9
University of Erlangen Nuremberg,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
CONTACT-Software GmbH,CONTACT-Software GmbH,Unknown,Other/Unknown,unknown,0.0
Tencent Youtu,Tencent,China,China,manual_substring,0.9
"INRAE, National Research Institute in Agriculture and Environment",Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Wageningen University,Wageningen University & Research,Netherlands,Europe,manual_substring,0.9
UK Atomic Energy Authority,University of Petroleum and Energy Studies,India,Asia-Pacific (excl. China),university_dataset,0.855
zzuli,zzuli,Unknown,Other/Unknown,unknown,0.0
Winroad Holdings Ltd,Winroad Holdings Ltd,Unknown,Other/Unknown,unknown,0.0
Zhongguancun Academy,United States Coast Guard Academy,United States,United States,university_dataset,0.855
Fraunhofer HHI,Fraunhofer Society,Germany,Europe,manual_substring,0.9
Abacus AI,Abacus AI,Unknown,Other/Unknown,unknown,0.0
Swansea University,Swansea University,United Kingdom,Europe,manual_substring,0.9
Beijing University Of Technology,Beijing University of Chemical Technology,China,China,university_dataset,0.90327868852459
"Institute of Physics, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
Queens University,Queen's University,Canada,Canada,manual_substring,0.9
University of Cologne,University of Bologna,Italy,Europe,university_dataset,0.9047619047619048
Mediatek,MediaTek,Taiwan,China,manual_substring,0.9
Indian Institute of Technology Patna,"Indian Institute of Technology, Patna",India,Asia-Pacific (excl. China),university_dataset,0.9863013698630136
Sangfor Technologies Inc.,Sangfor Technologies,China,China,manual_substring,0.9
Dalian University,Dalian University,China,China,university_dataset,1.0
SUFE,SUFE,Unknown,Other/Unknown,unknown,0.0
Style3D Research,The Scripps Research Institute,United States,United States,university_dataset,0.855
Hebei Normal University,Hebei Normal University,China,China,university_dataset,1.0
Ho Chi Minh City University of Education,University of Technical Education Ho Chi Minh City,Viet Nam,Other/Unknown,university_dataset,0.95
Rivian,Rivian,Unknown,Other/Unknown,unknown,0.0
Amazon Web Serivces,Amazon,United States,United States,manual_substring,0.9
Universtiy of Hildesheim,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Xero,Xero,Unknown,Other/Unknown,unknown,0.0
Zeta Alpha Vector,Alpha College of Engineering,India,Asia-Pacific (excl. China),university_dataset,0.855
Xiaomi Corporation,Xiaomi,China,China,manual_substring,0.9
"Perelman School of Medicine, University of Pennsylvania",University of Pennsylvania,United States,United States,manual_substring,0.9
Alpen-Adria Universität Klagenfurt,Universität Klagenfurt,Austria,Europe,university_dataset,0.9
Dublin City University,Dublin City University,Ireland,Europe,university_dataset,1.0
Collegio Carlo Alberto,Collegio Carlo Alberto,Unknown,Other/Unknown,unknown,0.0
Oxford Brookes University,University of Oxford,United Kingdom,Europe,manual_substring,0.9
Old Dominion University,Old Dominion University,United States,United States,university_dataset,1.0
institute of automation,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Netherlands Institute for Neuroscience,ITT Technical Institute,United States,United States,university_dataset,0.855
"Donders Institute for Brain, Cognition and Behaviour",Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Netherlands institute for neuroscience,Institute for Command Engineers of The Ministry for Emergency Situations,Belarus,Other/Unknown,university_dataset,0.855
AT&T,AT&T,Unknown,Other/Unknown,unknown,0.0
"Donders Institute for Brain, Cognition and Behaviour, Radboud University",Radboud University,Netherlands,Europe,manual_substring,0.9
Uni Tuebingen,Uni Tuebingen,Unknown,Other/Unknown,unknown,0.0
National Key Laboratory of Information Science,Atharva College of Engineering,India,Asia-Pacific (excl. China),university_dataset,0.855
"Institute of Systems Engineering, Academy of Military Sciences",Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
University of Southern Denmark - SDU,University of Southern Denmark - SDU,Denmark,Europe,university_dataset,1.0
"Inria, Paris",Inria,France,Europe,manual_substring,0.9
University of Pavia,University of Pavia,Italy,Europe,university_dataset,1.0
Geometry,Geometry,Unknown,Other/Unknown,unknown,0.0
Rei do Pitaco,Centro Regional Universitário de Espiríto Santo do Pinhal,Brazil,Latin America,university_dataset,0.855
NAVER Corp.,NAVER,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Ubisoft,Ubisoft,Unknown,Other/Unknown,unknown,0.0
Korea Aerospace University,Korea Aerospace University,"Korea, Republic of",Other/Unknown,university_dataset,1.0
Wyze Labs Inc.,Wyze Labs Inc.,Unknown,Other/Unknown,unknown,0.0
Incheon National University,Incheon National University,South Korea,Asia-Pacific (excl. China),manual_exact,1.0
Universidade do Porto,Universidade do Porto,Portugal,Europe,university_dataset,1.0
LIRMM,LIRMM,Unknown,Other/Unknown,unknown,0.0
CINES,CINES,Unknown,Other/Unknown,unknown,0.0
Equall,Equall,Unknown,Other/Unknown,unknown,0.0
University of St Andrews,University of St. Andrews,United Kingdom,Europe,university_dataset,0.9795918367346939
"Nagoya Institute of Technology, Tokyo Institute of Technology",Tokyo Institute of Technology,Japan,Asia-Pacific (excl. China),manual_substring,0.9
Japan Advanced Institute of Science and Technology,Japan Advanced Institute of Science and Technology,Japan,Asia-Pacific (excl. China),university_dataset,1.0
Institut de Recherche en Informatique Fondamentale,Académie de Paris,France,Europe,university_dataset,0.855
Granica,Granica,Unknown,Other/Unknown,unknown,0.0
Thales Services,Uniformed Services University of the Health Sciences,United States,United States,university_dataset,0.855
GM Lab,GM Lab,Unknown,Other/Unknown,unknown,0.0
Ningbo University,Ningbo University,China,China,university_dataset,1.0
BUPT Shenzhen Research Institute,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
Leonardo.ai,Leonardo.ai,Unknown,Other/Unknown,unknown,0.0
Brookhaven National Laboratory,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
Hangzhou City University,City University,United Kingdom,Europe,university_dataset,0.9
IGRS,IGRS,Unknown,Other/Unknown,unknown,0.0
"Deparment of Computing + Mathematical Sciences, California Institute of Technology",California Institute of Technology,United States,United States,university_dataset,0.9
"California State University, Northridge","California State University, Northridge",United States,United States,university_dataset,1.0
The Institute of Computing Technology of the Chinese Academy of Sciences,Chinese Academy of Sciences,China,China,manual_substring,0.9
"ICT, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
Kensho Technologies,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
Loyola Marymount University,Loyola Marymount University,United States,United States,university_dataset,1.0
Reichman University,Sichuan University,China,China,university_dataset,0.8648648648648648
Mitsubishi Electric Research Laboratories,"Kazakhstan Institute of Management, Economics, and Strategic Research",Kazakhstan,Other/Unknown,university_dataset,0.855
Northern Arizona University,Northern Arizona University,United States,United States,university_dataset,1.0
Heinrich-Heine Universität Düsseldorf,Heinrich-Heine Universität Düsseldorf,Germany,Europe,university_dataset,1.0
Universität Köln,Universität Köln,Germany,Europe,university_dataset,1.0
TU Dortmund University,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Blippar.com,Blippar.com,Unknown,Other/Unknown,unknown,0.0
University of Hawaii at Manoa,University of Hawaii at Manoa,United States,United States,university_dataset,1.0
"Control science and technology, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
Bosch Corporate Research,Bharath Institue Of Higher Education & Research,India,Asia-Pacific (excl. China),university_dataset,0.855
Jacobs University Bremen,Jacobs University Bremen,Germany,Europe,university_dataset,1.0
Qeexo,Qeexo,Unknown,Other/Unknown,unknown,0.0
NAIST,NAIST,Unknown,Other/Unknown,unknown,0.0
PhiGent,PhiGent,Unknown,Other/Unknown,unknown,0.0
SmartMore Ltd.,SmartMore Ltd.,Unknown,Other/Unknown,unknown,0.0
Universidad de Chile,Universidad de Chile,Chile,Latin America,university_dataset,1.0
Intel Labs,Intel Labs,United States,United States,manual_substring,0.9
Karlsruhe Institut für Technologie,Karlsruher Institut für Technologie,Germany,Europe,university_dataset,0.9855072463768118
American University of Beirut,American University of Beirut,Lebanon,Middle East & Africa,university_dataset,1.0
US Army Research Laboratory,42 US,United States,United States,university_dataset,0.855
Amazon AWS,Amazon,United States,United States,manual_substring,0.9
"Graduate School of Engineering, Nagaoka University of Technology",Nagaoka University of Technology,Japan,Asia-Pacific (excl. China),university_dataset,0.9
Shonan Institute of Technology,Shonan Institute of Technology,Japan,Asia-Pacific (excl. China),university_dataset,1.0
Nagaoka University of Technology,Nagaoka University of Technology,Japan,Asia-Pacific (excl. China),university_dataset,1.0
ETRI (Electronics and Telecommunication Research Institute),DigiPen Institute of Technology,United States,United States,university_dataset,0.855
Electronics and Telecommunication Research Institute,DigiPen Institute of Technology,United States,United States,university_dataset,0.855
"Artificial Intelligence Research Institute, Spanish National Research Council",National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
Spanish National Research Council,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
DARPA,DARPA,Unknown,Other/Unknown,unknown,0.0
AI^2 Robotics,AI^2 Robotics,Unknown,Other/Unknown,unknown,0.0
"Paul G Allen School of Computer Science & Engineering, University of Washington",University of Washington,United States,United States,university_dataset,0.9
Tencent Media Lab,Tencent,China,China,manual_substring,0.9
Adygeja State University,Adygeja State University,Russian Federation,Other/Unknown,university_dataset,1.0
RISE Research Institutes of Sweden,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
HuggingFace,HuggingFace,Unknown,Other/Unknown,unknown,0.0
Technical University of Berlin,Technical University of Berlin,Germany,Europe,manual_substring,0.9
MIT,Massachusetts Institute of Technology,United States,United States,manual_exact,1.0
Radical Health,Wake Forest Baptist Health,United States,United States,university_dataset,0.855
Missouri University of Science and Technology,Missouri University of Science and Technology,United States,United States,university_dataset,1.0
Técnico Lisboa,Instituto Superior Técnico,Portugal,Europe,manual_substring,0.9
ISTA (Institute of Science and Technology Austria),Institute of Science and Technology,Austria,Europe,university_dataset,0.95
Umea University,Umea University,Sweden,Europe,university_dataset,1.0
"University of Patras, Greece",American College of Greece,Greece,Europe,university_dataset,0.9
ETHZ-ETH Zurich,ETHZ - ETH Zurich,Switzerland,Europe,university_dataset,0.9375
California Academy of Sciences,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
SUEZ,SUEZ,Unknown,Other/Unknown,unknown,0.0
Italian Institute of Technology (IIT),Indiana Institute of Technology,United States,United States,university_dataset,0.9032258064516128
Southwest University,Southwest University,China,China,university_dataset,1.0
BT Research & Network Strategy,Globe University & Minnesota School of Business,United States,United States,university_dataset,0.855
Max Planck Institute for Molecular Cell Biology and Genetics,Max Planck Institute,Germany,Europe,manual_substring,0.9
Università di Genova,Pontifcia Università Gregoriana,Holy See (Vatican City State),Other/Unknown,university_dataset,0.855
"University of Bern, Institute für Informatics, ünivelsitat Bern",BFH - Bern University of Applied Sciences,Switzerland,Europe,university_dataset,0.855
"City St George's, University of London","City St George's, University of London",United Kingdom,Europe,university_dataset,1.0
"Institute of Software, CAS",Chinese Academy of Sciences,China,China,manual_substring,0.9
"University of Arkansas, Fayetteville",University of Arkansas - Fayetteville,United States,United States,university_dataset,0.9589041095890412
Chonbuk National University,Chonbuk National University,"Korea, Republic of",Other/Unknown,university_dataset,1.0
"Saarland Informatics Campus, Max-Planck Institute for Informatics",Max Planck Institute,Germany,Europe,manual_substring,0.9
Yantai University,Yantai University,China,China,university_dataset,1.0
XVerse Inc.,XVerse Inc.,Unknown,Other/Unknown,unknown,0.0
Together.AI,Together.AI,Unknown,Other/Unknown,unknown,0.0
Nantong University,Nation University,Thailand,Asia-Pacific (excl. China),university_dataset,0.9142857142857143
University of Wisconsin - Milwaukee,University of Wisconsin - Milwaukee,United States,United States,university_dataset,1.0
Université de Lille,Université des Antilles,Guadeloupe,Other/Unknown,university_dataset,0.8571428571428572
Tencent QQ Shadow Lab,Tencent,China,China,manual_substring,0.9
University of Salerno,University of Salerno,Italy,Europe,university_dataset,1.0
Dell Technologies,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
the university of new south wales,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Chiba Institute of Technology,Chiba Institute of Technology,Japan,Asia-Pacific (excl. China),university_dataset,1.0
State Key Laboratory of Cryptology,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Seoul National University of Science & Technology,Seoul National University of Science and Technology,"Korea, Republic of",Other/Unknown,university_dataset,0.96
ITMO,ITMO University,Russian Federation,Other/Unknown,university_dataset,0.9
Ivanovo State University of Chemistry and Technology,Ivanovo State University of Chemistry and Technology,Russian Federation,Other/Unknown,university_dataset,1.0
The Univerisity of Hong Kong,The University of Hong Kong,Hong Kong,China,university_dataset,0.9818181818181819
Hong Kong University of Science and Technology(Guangzhou)),University of Science and Technology,Sudan,Other/Unknown,university_dataset,0.9
University of  Toronto,University of Toronto,Canada,Canada,university_dataset,0.9767441860465115
Johns Hopkins,Johns Hopkins University,United States,United States,university_dataset,0.9
School of Electronic Information Engineering,IÉSEG School of Management,France,Europe,university_dataset,0.855
Tiamat AI,Tiamat AI,Unknown,Other/Unknown,unknown,0.0
NTU,Nanyang Technological University,Singapore,Asia-Pacific (excl. China),manual_exact,1.0
Universite Paris Cite,Universite des Sciences Islamiques de Constantine,Algeria,Middle East & Africa,university_dataset,0.855
University Lyon,Lynn University,United States,United States,university_dataset,0.8866666666666666
Meta (FAIR),Meta AI,United States,United States,manual_substring,0.9
AI Security,Chinese People's Public Security University,China,China,university_dataset,0.855
USC Information Sciences Institute,University of Southern California,United States,United States,manual_substring,0.9
city college of new york,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Lenovo Research,Lenovo,China,China,manual_substring,0.9
"Lenovo Research, AI Lab",Lenovo,China,China,manual_substring,0.9
"Guangzhou City University of Technology (former name ""Guangzhou College of South China University of Technology"")",South China University of Technology,China,China,manual_substring,0.9
CHU Bordeaux,Université Bordeaux I,France,Europe,university_dataset,0.855
Université de Bordeaux,Université Bordeaux I,France,Europe,university_dataset,0.9025
FPT AI,FPT University,Viet Nam,Other/Unknown,university_dataset,0.855
National University of Uzbekistan,National University of Uzbekistan,Uzbekistan,Other/Unknown,university_dataset,1.0
RideFlux,RideFlux,Unknown,Other/Unknown,unknown,0.0
China Mobile (Shanghai),"Donghua University, Shanghai",China,China,university_dataset,0.9
"IRISA, University of Rennes 1",Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
"Universita' di Roma, La Sapienza, DIAG, ALcor Lab","University of Roma ""La Sapienza""",Italy,Europe,university_dataset,0.9
Luiss Guido Carli University,Luiss Guido Carli University,Italy,Europe,university_dataset,1.0
"University of Notre Dame, USA",University of Notre Dame,United States,United States,university_dataset,0.9056603773584907
"institute of software, CAS",Chinese Academy of Sciences,China,China,manual_substring,0.9
lut,lut,Unknown,Other/Unknown,unknown,0.0
Honda Research Institution US,42 US,United States,United States,university_dataset,0.855
"Multion, Inc",Multion,United States,United States,manual_substring,0.9
The Hong Kong University of Science and Technology (Guangzhou)),The Hong Kong University of Science and Technology,Hong Kong,China,university_dataset,0.95
Sequans Communications,Chongqing University of Communications,China,China,university_dataset,0.855
Lisite,Lisite,Unknown,Other/Unknown,unknown,0.0
Wuhan Technical University of Surveying and Mapping,Wuhan Technical University of Surveying and Mapping,China,China,university_dataset,1.0
ReadSense,ReadSense,Unknown,Other/Unknown,unknown,0.0
Basque Center for Applied Mathematics (BCAM),Institute for Command Engineers of The Ministry for Emergency Situations,Belarus,Other/Unknown,university_dataset,0.855
Northumbria University,Northumbria University,United Kingdom,Europe,university_dataset,1.0
"Institute of Automation, Chinese Academy of Sciences (CASIA)",Chinese Academy of Sciences,China,China,manual_substring,0.9
Unisound,Unisound,Unknown,Other/Unknown,unknown,0.0
Hong Kong University of Science and Technology(Guangzhou),University of Science and Technology,Sudan,Other/Unknown,university_dataset,0.9
Huinao Zhixin,Huinao Zhixin,Unknown,Other/Unknown,unknown,0.0
Whiterabbit.ai,Whiterabbit.ai,Unknown,Other/Unknown,unknown,0.0
Karlsruhe Institute for Technology,Karlsruher Institut für Technologie,Germany,Europe,university_dataset,0.8985507246376812
Otto von Guericke University Magdeburg,Otto-von-Guericke Universität Magdeburg,Germany,Europe,university_dataset,0.9090909090909091
Oslo University Hospital,University of Oslo,Norway,Europe,university_dataset,0.8636363636363636
"Institute of Computing Technolgy, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
Xi'an University of Architecture and Technology,Xi'an University of Architecture and Technology,China,China,university_dataset,1.0
Curation Labs,Curation Labs,Unknown,Other/Unknown,unknown,0.0
Manipal Institute of Technology,Madras Institute of Technology,India,Asia-Pacific (excl. China),university_dataset,0.8852459016393442
Universidade de São Paulo,Universidade de São Paulo,Brazil,Latin America,university_dataset,1.0
Charles University Prague,Charles University,Czech Republic,Europe,manual_substring,0.9
Technical University of Crete,Technical University of Crete,Greece,Europe,university_dataset,1.0
"ISIR, UMR 7222","ISIR, UMR 7222",Unknown,Other/Unknown,unknown,0.0
Genentech Inc.,Genentech Inc.,Unknown,Other/Unknown,unknown,0.0
Bank of New York Mellon,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Snt,Snt,Unknown,Other/Unknown,unknown,0.0
Artec 3D,Artec 3D,Unknown,Other/Unknown,unknown,0.0
University of Kansas,University of Kansas,United States,United States,university_dataset,1.0
"Department of Informatics, Technische Universität München",Technische Universität München,Germany,Europe,university_dataset,0.9
Zhejiang CreateLink Technology,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Inductiva Research Labs,Bharath Institue Of Higher Education & Research,India,Asia-Pacific (excl. China),university_dataset,0.855
Ukrainian Academy of Banking of the National Bank of Ukraine,Ukrainian Academy of Banking,Ukraine,Other/Unknown,university_dataset,0.9
University of Piraeus,University of Piraeus,Greece,Europe,university_dataset,1.0
University of Moratuwa,University of Moratuwa,Sri Lanka,Asia-Pacific (excl. China),university_dataset,1.0
LUISS,LUISS,Unknown,Other/Unknown,unknown,0.0
HAOMO.AI,HAOMO.AI,Unknown,Other/Unknown,unknown,0.0
Independent,Universidade Independente de Angola,Angola,Other/Unknown,university_dataset,0.9
Shandong Normal University,Shandong Normal University,China,China,university_dataset,1.0
Brandenburgische Technische Universität Cottbus-Senftenberg,Brandenburgische Technische Universität Cottbus,Germany,Europe,university_dataset,0.8867924528301887
Moscow State Institute of Steel and Alloys,Moscow State Institute of Steel and Alloys,Russian Federation,Other/Unknown,university_dataset,1.0
Ecole Normale Supérieure – PSL,Ecole Normale Supérieure de Lyon,France,Europe,university_dataset,0.8709677419354839
Semrush,Semrush,Unknown,Other/Unknown,unknown,0.0
"Ningbo Innovation Center, Zhejiang University.",Zhejiang University,China,China,university_dataset,0.9
Fujian Normal University,Fujian Normal University,China,China,university_dataset,1.0
University of Teesside,University of Teesside,United Kingdom,Europe,university_dataset,1.0
"Meta, Reality Labs Research",Meta AI,United States,United States,manual_substring,0.9
"KAIST, Korea Advanced Institute of Science & Technology",Korea Advanced Institute of Science & Technology,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Genesis Therapeutics,Genesis Therapeutics,Unknown,Other/Unknown,unknown,0.0
"Epic Games, Inc.","Epic Games, Inc.",Unknown,Other/Unknown,unknown,0.0
"Department of Computer Science, University of Virginia, Charlottesville",University of Virginia,United States,United States,manual_substring,0.9
Apollo Research,The Scripps Research Institute,United States,United States,university_dataset,0.855
AI Security Institute (AISI),Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Sookmyung women's university,Sookmyung Women's University,South Korea,Asia-Pacific (excl. China),manual_exact,1.0
"Insititute of Neuroinformatics, University of Zurich and ETH Zurich",Bugema University,Uganda,Middle East & Africa,university_dataset,0.855
University of Zurich and ETH Zurich,Bugema University,Uganda,Middle East & Africa,university_dataset,0.855
University of California Santa Barbara,"University of California, Santa Barbara",United States,United States,university_dataset,0.987012987012987
Ecole Centrale Paris,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
Owain Evans' research group,Owain Evans' research group,Unknown,Other/Unknown,unknown,0.0
Hacettepe University,Hacettepe University,Turkiye,Other/Unknown,university_dataset,1.0
Bournemouth University,Bournemouth University,United Kingdom,Europe,university_dataset,1.0
Northwest A&F University,Northwest A&F University,China,China,university_dataset,1.0
"Dept. of Computer Sci. & Eng., Shanghai Jiao Tong University",Shanghai Jiao Tong University,China,China,university_dataset,0.9
LG Electronics.,LG Electronics.,Unknown,Other/Unknown,unknown,0.0
Zhipu AI,Zhipu AI,Unknown,Other/Unknown,unknown,0.0
"Department of Computer Science, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
Universidad Católica del Uruguay,Universidad Católica del Uruguay,Uruguay,Latin America,university_dataset,1.0
Behang University,Benha University,Egypt,Middle East & Africa,university_dataset,0.9090909090909091
Epoch,Epoch,Unknown,Other/Unknown,unknown,0.0
"METU, Middle East Technical University",Middle East Technical University,Turkiye,Other/Unknown,university_dataset,0.95
Epoch AI,Epoch AI,Unknown,Other/Unknown,unknown,0.0
"Royal Holloway, University of London",Royal Holloway University of London,United Kingdom,Europe,university_dataset,0.9859154929577465
RPTU,RPTU,Unknown,Other/Unknown,unknown,0.0
Naval Postgraduate School,Naval Postgraduate School,United States,United States,university_dataset,1.0
Université de Lorraine,Université de Lorraine,France,Europe,university_dataset,1.0
Wayve Technologies,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
"UMR 518 MIA-PS, INRAE, Université Paris-Saclay",Université Paris-Saclay,France,Europe,university_dataset,0.9
QuantCo,QuantCo,Unknown,Other/Unknown,unknown,0.0
"vivo Mobile Communication Co., Ltd",Vivo,China,China,manual_substring,0.9
Atomwise Inc,Atomwise,United States,United States,manual_substring,0.9
